chunk_id,doc_id,title,topic,url,source_type,source_name,section,chunk_order,last_edited,retrieved,chunk_text,db_chunk_id
uni_012_013,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 8Report your Departure from the US and that you will not use/resume STEM OPT,13,,4/19/2026,"Use this report to notify the ISSO that you have departed the U.S. and will not use or resume STEM OPT. The ISSO will permanently complete your F-1 SEVIS record.

Your Columbia I-20 can no longer be used to re-enter the US. Your EAD card will no longer be valid for employment. Your current F-1 SEVIS record will no longer be valid to [transfer to another school](https://isso.columbia.edu/content/transferring-your-f-1-sevis-record-another-school) or [begin a new program](https://isso.columbia.edu/content/extending-begin-new-program-f-j-students). You may obtain a new I-20 via a new SEVIS record should you gain admission to an F-1 eligible program in the future. If applicable, any F-2 dependent record(s) will also be completed.* *

Only submit this report after you have departed the U.S.

You and your employer will need to complete your Final Evaluation. The Final Evaluation can be found on the** bottom half of page 5** of the

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).",406
uni_012_014,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 9Report your New Immigration Status,14,,4/19/2026,"Use this report to notify the ISSO about your new approved status. The ISSO will permanently complete your F-1 SEVIS record.

You and your employer will need to complete your Final Evaluation. The Final Evaluation can be found on the** bottom half of page 5** of the

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).

You will also be asked for proof of your new immigration status (e.g. [I-94 Arrival Record](https://i94.cbp.dhs.gov/home) indicating your new status; I-797 Change of Status Approval Notice; Permanent Resident Card).",407
uni_012_015,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 10Report your Material Changes to I-983,15,,4/19/2026,"Use this report if there are any changes to your learning objectives or your employer’s commitments as documented on your [I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).

This can also include changes related to your Employer Identification Number (EIN), compensation, hours worked per week, or your employer's name or address.",408
uni_012_016,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,How to Report During STEM OPT,16,,4/19/2026,Log in to Compass to submit your updates and changes while on STEM OPT.,409
uni_012_017,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,After You Report > 1An updated I-20 after reporting is not required,17,,4/19/2026,"The ISSO does not automatically provide an I-20 after your STEM OPT is approved or after employment reports are submitted. Only if needed, you may request an updated I-20 that shows your approval and employer information by following the instructions on our [I-20 Reprints](https://isso.columbia.edu/content/travel-signatures-and-i-20ds-2019-reprints-f-and-j-students#) page.",410
uni_012_018,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,After You Report > 2Updating your US address only,18,,4/19/2026,"If a change of your US address is the only update you need to report, go to the[ Change of Address](https://isso.columbia.edu/content/changing-your-address) page.",411
uni_012_019,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,After You Report > 3Travel and STEM OPT,19,,4/19/2026,"Review the [documents](https://isso.columbia.edu/content/travel-during-f-1-opt) required to re-enter the US as an F-1 student on STEM OPT.

Check page 2 of your current I-20 and ensure the travel signature is dated within 6 months of your planned re-entry. If you require an updated I-20, you can request one by following the instructions on our [I-20 Reprints](https://isso.columbia.edu/content/travel-signatures-and-i-20ds-2019-reprints-f-and-j-students#) page.",412
uni_012_020,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,After You Report > 4Submitting a validation report while unemployed,20,,4/19/2026,"If you are unemployed during STEM OPT and your validation report is due, then submit your report based on the information of your last employer.",413
uni_012_021,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,The SEVP Portal and STEM OPT,21,,4/19/2026,"You cannot submit your STEM OPT employment changes and validation reports using the SEVP Portal. You must submit them to the ISSO using Compass. The ISSO will then update your SEVIS record, which will be reflected in your SEVP Portal.

You will receive notifications from SEVP regarding your 6-, 12-, 18-, and 24-month STEM OPT validation report requirements. The ISSO can update your SEVIS record up to 30 days after they are due. It is your responsibility to submit your reports in a timely manner.

If you have any questions regarding SEVP emails related to your STEM OPT, you may contact SEVP directly via their contact information [here](https://studyinthestates.dhs.gov/sevp-portal-help).",414
uni_013_001,uni_013,Cap-Gap OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/cap-gap-opt-extension,uni,columbia,Cap-Gap OPT Extension > Eligibility,1,,4/19/2026,"You are eligible for an extension of both your F-1 status and OPT if:

- ✓
- Your employer files an H-1B petition as a change of status, not as a consular processing, with USCIS with an employment start date of October 1.

- ✓
- You are on authorized OPT or STEM OPT extension on the date USCIS receives the petition.

- ✓
- You have a pending or approved change of status to H-1B. Selection in the H-1B electronic registration lottery or a Registration Selection Notice is not sufficient documentation. You will need your I-797C Receipt Notice OR I-797A Approval Notice.
- ""Cap-gap"" work authorization ends on September 30th, even if you have an H-1B petition that remains pending on October 1st.

| ✓ | Your employer files an H-1B petition as a change of status, not as a consular processing, with USCIS with an employment start date of October 1. |
| ✓ | You are on authorized OPT or STEM OPT extension on the date USCIS receives the petition. |
| ✓ | You have a pending or approved change of status to H-1B. Selection in the H-1B electronic registration lottery or a Registration Selection Notice is not sufficient documentation. You will need your I-797C Receipt Notice OR I-797A Approval Notice.""Cap-gap"" work authorization ends on September 30th, even if you have an H-1B petition that remains pending on October 1st. |",415
uni_013_002,uni_013,Cap-Gap OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/cap-gap-opt-extension,uni,columbia,Cap-Gap OPT Extension > Before You Apply > What is cap-gap extension of OPT?,2,,4/19/2026,"The **cap** refers to the limit or quota on the number of individuals who can receive H-1B status at the beginning of the government's fiscal year — October 1st. The cap is currently set at 65,000 recipients plus an additional 20,000 for those with US Master's degree or higher.

The **gap** is the period of time between the end of your F-1 OPT and the beginning of H-1B status. If you graduated in May, typically your 12 months of OPT will end sometime between mid-May and mid-July, leaving a gap in legal status and authorized employment through September 30th.

The **Cap-Gap rule** automatically extends F-1 status and, when applicable, extends OPT work authorization:

**Cap-Gap**until September 30th if you have your H-1B- I-797 receipt from USCIS
**or** - I-797 Approval Notice

- I-797 receipt from USCIS",416
uni_013_003,uni_013,Cap-Gap OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/cap-gap-opt-extension,uni,columbia,Cap-Gap OPT Extension > Before You Apply > The cap-gap extension of OPT through September 30 is automatic if you’re eligible,3,,4/19/2026,"If eligible, you don’t apply for a new EAD and don't pay a new USCIS fee. Your employer can allow you to continue to work on the basis of the timely-filing of your H-1B petition while your OPT was valid.

An updated “cap-gap” I-20 will reflect your extended OPT permission to work until September 30th if the H-1B petition has been receipted or approved.",417
uni_013_004,uni_013,Cap-Gap OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/cap-gap-opt-extension,uni,columbia,Cap-Gap OPT Extension > Before You Apply > Cap-gap employment authorization ends on September 30th,4,,4/19/2026,"“Cap-gap” work authorization is valid only through September 30th, even if you have an H-1B petition that remains pending on Oct. 1. If you continue to work without authorization, you risk accruing [unlawful presence](http://links.govdelivery.com/track?type=click&enid=ZWFzPTEmbWFpbGluZ2lkPTIwMTgwOTI4Ljk1NTQyNTYxJm1lc3NhZ2VpZD1NREItUFJELUJVTC0yMDE4MDkyOC45NTU0MjU2MSZkYXRhYmFzZWlkPTEwMDEmc2VyaWFsPTE3NTUwOTUzJmVtYWlsaWQ9Um1kMjIwMkBjb2x1bWJpYS5lZHUmdXNlcmlkPVJtZDIyMDJAY29sdW1iaWEuZWR1JmZsPSZleHRyYT1NdWx0aXZhcmlhdGVJZD0mJiY=&&&100&&&https://www.uscis.gov/legal-resources/unlawful-presence-and-bars-admissibility).",418
uni_013_005,uni_013,Cap-Gap OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/cap-gap-opt-extension,uni,columbia,Cap-Gap OPT Extension > Before You Apply > Timeline,5,,4/19/2026,"The earliest a “cap subject” employer can file an H-1 petition on your behalf is 6 months in advance of the requested start date, which means April 1 for the following October 1.

For example:",419
uni_013_006,uni_013,Cap-Gap OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/cap-gap-opt-extension,uni,columbia,Cap-Gap OPT Extension > How to Get a Cap-Gap I-20,6,,4/19/2026,"[Report your current employment](https://isso.columbia.edu/content/opt-reporting) if you haven’t yet done so.

Your employer's name and address will be printed on the cap gap I-20.",420
